Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	New Democratic Party	Nouveau Parti démocratique	Hughes	Carol		20-Aug-15	4:00:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	Green Party of Canada	Le Parti Vert du Canada	Orok	Calvin John		28-Sep-15	11:45:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	Conservative Party of Canada	Parti conservateur du Canada	Robichaud	André		20-Aug-15	12:00:00
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	Liberal Party of Canada	Parti libéral du Canada	Wilson	Heather		26-Aug-15	11:15:00
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	Liberal Party of Canada	Parti libéral du Canada	Alleslev	Leona		02-Sep-15	12:16:00
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Bowles	Kyle		20-Aug-15	4:37:00
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	Conservative Party of Canada	Parti conservateur du Canada	Menegakis	Costas		25-Aug-15	1:03:00
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	New Democratic Party	Nouveau Parti démocratique	Power	Brenda		26-Aug-15	3:05:00
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	Green Party of Canada	Le Parti Vert du Canada	Ramdeen	Randi		24-Sep-15	10:14:00
35004	Barrie--Innisfil	Barrie--Innisfil	Conservative Party of Canada	Parti conservateur du Canada	Brassard	John		04-Sep-15	2:45:00
35004	Barrie--Innisfil	Barrie--Innisfil	New Democratic Party	Nouveau Parti démocratique	Clark	Myrna		20-Aug-15	4:45:00
35004	Barrie--Innisfil	Barrie--Innisfil	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Nail	Gary		27-Sep-15	10:31:00
35004	Barrie--Innisfil	Barrie--Innisfil	Green Party of Canada	Le Parti Vert du Canada	North	Bonnie		27-Aug-15	5:35:00
35004	Barrie--Innisfil	Barrie--Innisfil	Canadian Action Party	Parti action canadienne	Sakula	Jeff		24-Aug-15	1:36:00
35004	Barrie--Innisfil	Barrie--Innisfil	Liberal Party of Canada	Parti libéral du Canada	Wilson	Colin		21-Aug-15	1:30:00
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	Independent	Indépendant	Faerber	Ram		14-Aug-15	12:20:00
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	Green Party of Canada	Le Parti Vert du Canada	Lancaster	Marty		12-Aug-15	8:56:00
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	Conservative Party of Canada	Parti conservateur du Canada	Nuttall	Alex		11-Sep-15	8:45:00
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	Libertarian Party of Canada	Parti Libertarien du Canada	Roskam	Darren		29-Sep-15	1:43:00
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	Liberal Party of Canada	Parti libéral du Canada	Tamblyn	Brian		04-Sep-15	4:20:00
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	New Democratic Party	Nouveau Parti démocratique	White	Ellen		20-Aug-15	3:25:00
35006	Bay of Quinte	Baie de Quinte	New Democratic Party	Nouveau Parti démocratique	Cassidy	Terry		17-Aug-15	11:00:00
35006	Bay of Quinte	Baie de Quinte	Liberal Party of Canada	Parti libéral du Canada	Ellis	Neil		14-Aug-15	1:45:00
35006	Bay of Quinte	Baie de Quinte	Conservative Party of Canada	Parti conservateur du Canada	Jenkins	Jodie		11-Aug-15	11:00:00
35006	Bay of Quinte	Baie de Quinte	Green Party of Canada	Le Parti Vert du Canada	Nelems	Rachel		26-Sep-15	12:30:00
35006	Bay of Quinte	Baie de Quinte	Independent	Indépendant	Tuck	Trueman		28-Aug-15	4:10:00
35007	Beaches--East York	Beaches--East York	Conservative Party of Canada	Parti conservateur du Canada	Burrows	Bill		17-Aug-15	10:35:00
35007	Beaches--East York	Beaches--East York	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Carter	Roger		27-Aug-15	2:03:00
35007	Beaches--East York	Beaches--East York	Liberal Party of Canada	Parti libéral du Canada	Erskine-Smith	Nathaniel		20-Aug-15	1:37:00
35007	Beaches--East York	Beaches--East York	New Democratic Party	Nouveau Parti démocratique	Kellway	Matthew		17-Aug-15	10:35:00
35007	Beaches--East York	Beaches--East York	Green Party of Canada	Le Parti Vert du Canada	Sach	Randall		25-Aug-15	2:26:00
35007	Beaches--East York	Beaches--East York	Independent	Indépendant	Sears	James		05-Sep-15	1:25:00
35007	Beaches--East York	Beaches--East York	Independent	Indépendant	Surjanac	Peter		15-Sep-15	6:39:00
35008	Brampton Centre	Brampton-Centre	Green Party of Canada	Le Parti Vert du Canada	Bottcher	Saul Marquard T.		23-Sep-15	2:18:00
35008	Brampton Centre	Brampton-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chilelli	Frank		28-Aug-15	7:46:00
35008	Brampton Centre	Brampton-Centre	Conservative Party of Canada	Parti conservateur du Canada	Gosal	Bal		20-Aug-15	7:05:00
35008	Brampton Centre	Brampton-Centre	New Democratic Party	Nouveau Parti démocratique	Keenan	Rosemary		02-Sep-15	4:25:00
35008	Brampton Centre	Brampton-Centre	Liberal Party of Canada	Parti libéral du Canada	Sangha	Ramesh		19-Aug-15	4:02:00
35009	Brampton East	Brampton-Est	Conservative Party of Canada	Parti conservateur du Canada	Bajaj	Naval		21-Aug-15	9:50:00
35009	Brampton East	Brampton-Est	Liberal Party of Canada	Parti libéral du Canada	Grewal	Raj		18-Aug-15	6:23:00
35009	Brampton East	Brampton-Est	New Democratic Party	Nouveau Parti démocratique	Kahlon	Harbaljit Singh		19-Aug-15	2:00:00
35009	Brampton East	Brampton-Est	Green Party of Canada	Le Parti Vert du Canada	Lacroix	Kyle		22-Sep-15	12:51:00
35010	Brampton North	Brampton-Nord	Conservative Party of Canada	Parti conservateur du Canada	Gill	Parm		11-Aug-15	4:00:00
35010	Brampton North	Brampton-Nord	Communist Party of Canada	Parti communiste du Canada	Hundal	Harinderpal		08-Sep-15	5:25:00
35010	Brampton North	Brampton-Nord	Liberal Party of Canada	Parti libéral du Canada	Sahota	Ruby		28-Aug-15	2:30:00
35010	Brampton North	Brampton-Nord	New Democratic Party	Nouveau Parti démocratique	Singh	Martin		12-Aug-15	9:25:00
35010	Brampton North	Brampton-Nord	Green Party of Canada	Le Parti Vert du Canada	Thornham	Pauline		28-Aug-15	1:55:00
35011	Brampton South	Brampton-Sud	Green Party of Canada	Le Parti Vert du Canada	Hatton	Shaun		26-Sep-15	10:15:00
35011	Brampton South	Brampton-Sud	New Democratic Party	Nouveau Parti démocratique	Sangha	Amarjit		04-Sep-15	3:40:00
35011	Brampton South	Brampton-Sud	Conservative Party of Canada	Parti conservateur du Canada	Seeback	Kyle		12-Aug-15	6:14:00
35011	Brampton South	Brampton-Sud	Liberal Party of Canada	Parti libéral du Canada	Sidhu	Sonia		27-Aug-15	7:20:00
35012	Brampton West	Brampton-Ouest	Green Party of Canada	Le Parti Vert du Canada	Gobinath	Karthika		31-Aug-15	4:05:00
35012	Brampton West	Brampton-Ouest	Liberal Party of Canada	Parti libéral du Canada	Khera	Kamal		01-Sep-15	12:41:00
35012	Brampton West	Brampton-Ouest	New Democratic Party	Nouveau Parti démocratique	Patterson	Adaoma		25-Aug-15	4:35:00
35012	Brampton West	Brampton-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Thind	Ninder		15-Aug-15	10:00:00
35013	Brantford--Brant	Brantford--Brant	Green Party of Canada	Le Parti Vert du Canada	Brandt	Kevin		28-Aug-15	12:27:00
35013	Brantford--Brant	Brantford--Brant	Libertarian Party of Canada	Parti Libertarien du Canada	Ferguson	Rob		02-Sep-15	2:07:00
35013	Brantford--Brant	Brantford--Brant	New Democratic Party	Nouveau Parti démocratique	Laferriere	Marc		09-Sep-15	5:45:00
35013	Brantford--Brant	Brantford--Brant	Conservative Party of Canada	Parti conservateur du Canada	McColeman	Phil		02-Sep-15	2:38:00
35013	Brantford--Brant	Brantford--Brant	Liberal Party of Canada	Parti libéral du Canada	Takacs	Danielle		10-Sep-15	7:41:00
35013	Brantford--Brant	Brantford--Brant	Independent	Indépendant	Turmel	The Engineer		28-Sep-15	8:09:00
35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Green Party of Canada	Le Parti Vert du Canada	Albinati	Chris		23-Sep-15	3:15:00
35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Liberal Party of Canada	Parti libéral du Canada	Love	Kimberley		15-Sep-15	5:15:00
35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	New Democratic Party	Nouveau Parti démocratique	McLaren	David		25-Aug-15	11:20:00
35014	Bruce--Grey--Owen Sound	Bruce--Grey--Owen Sound	Conservative Party of Canada	Parti conservateur du Canada	Miller	Larry		13-Aug-15	12:10:00
35015	Burlington	Burlington	Green Party of Canada	Le Parti Vert du Canada	Fiorito	Vince		18-Sep-15	4:10:00
35015	Burlington	Burlington	Liberal Party of Canada	Parti libéral du Canada	Gould	Karina		18-Aug-15	12:05:00
35015	Burlington	Burlington	New Democratic Party	Nouveau Parti démocratique	Laird	David		27-Aug-15	10:09:00
35015	Burlington	Burlington	Conservative Party of Canada	Parti conservateur du Canada	Wallace	Mike		14-Aug-15	2:25:00
35016	Cambridge	Cambridge	Green Party of Canada	Le Parti Vert du Canada	Braniff	Michele		11-Sep-15	5:50:00
35016	Cambridge	Cambridge	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Couto	Manuel		29-Aug-15	9:00:00
35016	Cambridge	Cambridge	Conservative Party of Canada	Parti conservateur du Canada	Goodyear	Gary		28-Aug-15	3:40:00
35016	Cambridge	Cambridge	Liberal Party of Canada	Parti libéral du Canada	May	Bryan		20-Aug-15	4:30:00
35016	Cambridge	Cambridge	Independent	Indépendant	Sperduti	Lee		15-Sep-15	7:15:00
35016	Cambridge	Cambridge	New Democratic Party	Nouveau Parti démocratique	Stewart	Bobbi		28-Aug-15	10:00:00
35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	Liberal Party of Canada	Parti libéral du Canada	Omstead	Katie		26-Aug-15	11:30:00
35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	Conservative Party of Canada	Parti conservateur du Canada	Van Kesteren	Dave		24-Aug-15	11:25:00
35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	Green Party of Canada	Le Parti Vert du Canada	Vercouteren	Mark		28-Aug-15	10:35:00
35017	Chatham-Kent--Leamington	Chatham-Kent--Leamington	New Democratic Party	Nouveau Parti démocratique	Walsh	Tony		21-Aug-15	3:00:00
35018	Davenport	Davenport	New Democratic Party	Nouveau Parti démocratique	Cash	Andrew		20-Aug-15	11:59:00
35018	Davenport	Davenport	Liberal Party of Canada	Parti libéral du Canada	Dzerowicz	Julie		21-Aug-15	1:38:00
35018	Davenport	Davenport	Communist Party of Canada	Parti communiste du Canada	Figueroa	Miguel		23-Sep-15	9:57:00
35018	Davenport	Davenport	Independent	Indépendant	Kalevar	Chai		24-Sep-15	5:53:00
35018	Davenport	Davenport	Conservative Party of Canada	Parti conservateur du Canada	Oliveira	Carlos		14-Sep-15	5:51:00
35018	Davenport	Davenport	Green Party of Canada	Le Parti Vert du Canada	Stein	Dan		25-Aug-15	2:19:00
35019	Don Valley East	Don Valley-Est	New Democratic Party	Nouveau Parti démocratique	Ahmed	Khalid		19-Aug-15	4:30:00
35019	Don Valley East	Don Valley-Est	Conservative Party of Canada	Parti conservateur du Canada	Harquail	Maureen		21-Aug-15	11:22:00
35019	Don Valley East	Don Valley-Est	Liberal Party of Canada	Parti libéral du Canada	Ratansi	Yasmin		19-Aug-15	11:30:00
35019	Don Valley East	Don Valley-Est	Green Party of Canada	Le Parti Vert du Canada	Sanderson	Laura Elizabeth		23-Sep-15	5:38:00
35020	Don Valley North	Don Valley-Nord	Green Party of Canada	Le Parti Vert du Canada	Brown	Caroline		26-Sep-15	2:43:00
35020	Don Valley North	Don Valley-Nord	Conservative Party of Canada	Parti conservateur du Canada	Daniel	Joe		02-Sep-15	3:51:00
35020	Don Valley North	Don Valley-Nord	New Democratic Party	Nouveau Parti démocratique	Sadikali	Akil		21-Aug-15	4:10:00
35020	Don Valley North	Don Valley-Nord	Liberal Party of Canada	Parti libéral du Canada	Tan	Geng		31-Aug-15	4:52:00
35021	Don Valley West	Don Valley-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Carmichael	John		19-Aug-15	6:45:00
35021	Don Valley West	Don Valley-Ouest	Independent	Indépendant	Cromwell	Sharon		28-Sep-15	12:25:00
35021	Don Valley West	Don Valley-Ouest	Communist Party of Canada	Parti communiste du Canada	Hill	Elizabeth		08-Sep-15	12:51:00
35021	Don Valley West	Don Valley-Ouest	Green Party of Canada	Le Parti Vert du Canada	Hunt	Natalie		26-Sep-15	2:14:00
35021	Don Valley West	Don Valley-Ouest	Libertarian Party of Canada	Parti Libertarien du Canada	Kittredge	John		08-Sep-15	7:17:00
35021	Don Valley West	Don Valley-Ouest	Liberal Party of Canada	Parti libéral du Canada	Oliphant	Rob		20-Aug-15	2:50:00
35021	Don Valley West	Don Valley-Ouest	New Democratic Party	Nouveau Parti démocratique	Riaz	Syeda		21-Aug-15	1:25:00
35022	Dufferin--Caledon	Dufferin--Caledon	Liberal Party of Canada	Parti libéral du Canada	Crewson	Ed		26-Aug-15	12:10:00
35022	Dufferin--Caledon	Dufferin--Caledon	Conservative Party of Canada	Parti conservateur du Canada	Tilson	David Allan		13-Aug-15	4:05:00
35022	Dufferin--Caledon	Dufferin--Caledon	Green Party of Canada	Le Parti Vert du Canada	Urekar	Nancy		09-Sep-15	3:20:00
35022	Dufferin--Caledon	Dufferin--Caledon	New Democratic Party	Nouveau Parti démocratique	Yazbek	Rehya		30-Aug-15	12:30:00
35023	Durham	Durham	Green Party of Canada	Le Parti Vert du Canada	Leadbetter	Stacey		24-Sep-15	6:28:00
35023	Durham	Durham	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Moriarity	Andrew		04-Sep-15	1:40:00
35023	Durham	Durham	Conservative Party of Canada	Parti conservateur du Canada	O'Toole	Erin		24-Aug-15	11:40:00
35023	Durham	Durham	New Democratic Party	Nouveau Parti démocratique	Spence	Derek		25-Aug-15	4:57:00
35023	Durham	Durham	Liberal Party of Canada	Parti libéral du Canada	Traill	Corinna		10-Sep-15	3:30:00
35024	Eglinton--Lawrence	Eglinton--Lawrence	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Brunell Solomonovici	Rudy		28-Sep-15	6:00:00
35024	Eglinton--Lawrence	Eglinton--Lawrence	Libertarian Party of Canada	Parti Libertarien du Canada	Buchman	Ethan		28-Sep-15	6:06:00
35024	Eglinton--Lawrence	Eglinton--Lawrence	Green Party of Canada	Le Parti Vert du Canada	Chisholm	Matthew		27-Sep-15	4:07:00
35024	Eglinton--Lawrence	Eglinton--Lawrence	Liberal Party of Canada	Parti libéral du Canada	Mendicino	Marco		25-Aug-15	12:55:00
35024	Eglinton--Lawrence	Eglinton--Lawrence	Conservative Party of Canada	Parti conservateur du Canada	Oliver	Joe		16-Aug-15	11:11:00
35024	Eglinton--Lawrence	Eglinton--Lawrence	New Democratic Party	Nouveau Parti démocratique	Thomson	Andrew		12-Sep-15	2:10:00
35025	Elgin--Middlesex--London	Elgin--Middlesex--London	Liberal Party of Canada	Parti libéral du Canada	Baldwin-Sands	Lori		03-Sep-15	11:41:00
35025	Elgin--Middlesex--London	Elgin--Middlesex--London	Rhinoceros Party	Parti Rhinocéros	Bernardi	Lou		17-Sep-15	10:50:00
35025	Elgin--Middlesex--London	Elgin--Middlesex--London	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Hopkins	Michael		01-Sep-15	1:00:00
35025	Elgin--Middlesex--London	Elgin--Middlesex--London	Green Party of Canada	Le Parti Vert du Canada	Morgan	Bronagh Joyce		09-Sep-15	4:25:00
35025	Elgin--Middlesex--London	Elgin--Middlesex--London	New Democratic Party	Nouveau Parti démocratique	Sinclair	Fred		27-Aug-15	2:25:00
35025	Elgin--Middlesex--London	Elgin--Middlesex--London	Conservative Party of Canada	Parti conservateur du Canada	Vecchio	Karen Louise		24-Aug-15	12:50:00
35026	Essex	Essex	Green Party of Canada	Le Parti Vert du Canada	Alderson	Jennifer		08-Sep-15	3:19:00
35026	Essex	Essex	Liberal Party of Canada	Parti libéral du Canada	Festeryga	Audrey		15-Sep-15	12:44:00
35026	Essex	Essex	New Democratic Party	Nouveau Parti démocratique	Ramsey	Tracey		20-Aug-15	2:29:00
35026	Essex	Essex	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Villamizar	Enver		28-Aug-15	11:00:00
35026	Essex	Essex	Conservative Party of Canada	Parti conservateur du Canada	Watson	Jeff		15-Sep-15	12:45:00
35027	Etobicoke Centre	Etobicoke-Centre	New Democratic Party	Nouveau Parti démocratique	De Mello	Tanya		27-Aug-15	12:05:00
35027	Etobicoke Centre	Etobicoke-Centre	Conservative Party of Canada	Parti conservateur du Canada	Opitz	Ted		13-Aug-15	8:45:00
35027	Etobicoke Centre	Etobicoke-Centre	Green Party of Canada	Le Parti Vert du Canada	Rizvi	Shawn		28-Sep-15	11:15:00
35027	Etobicoke Centre	Etobicoke-Centre	Progressive Canadian Party	Parti Progressiste Canadien	Wolvin	Rob		30-Sep-15	12:25:00
35027	Etobicoke Centre	Etobicoke-Centre	Liberal Party of Canada	Parti libéral du Canada	Wrzesnewskyj	Borys		27-Aug-15	12:15:00
35028	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Liberal Party of Canada	Parti libéral du Canada	Maloney	James		10-Sep-15	1:15:00
35028	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Murray	Janice		25-Aug-15	3:13:00
35028	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Green Party of Canada	Le Parti Vert du Canada	Salewsky	Angela		11-Sep-15	12:34:00
35028	Etobicoke--Lakeshore	Etobicoke--Lakeshore	New Democratic Party	Nouveau Parti démocratique	Trotter	Phil		21-Aug-15	4:30:00
35028	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Conservative Party of Canada	Parti conservateur du Canada	Trottier	Bernard		23-Aug-15	10:00:00
35028	Etobicoke--Lakeshore	Etobicoke--Lakeshore	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	White	Liz		11-Sep-15	12:38:00
35029	Etobicoke North	Etobicoke-Nord	Green Party of Canada	Le Parti Vert du Canada	Ayub	Akhtar		28-Aug-15	2:25:00
35029	Etobicoke North	Etobicoke-Nord	Conservative Party of Canada	Parti conservateur du Canada	Dada	Toyin		20-Aug-15	2:40:00
35029	Etobicoke North	Etobicoke-Nord	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Di Carlo	Anna		25-Aug-15	4:55:00
35029	Etobicoke North	Etobicoke-Nord	Liberal Party of Canada	Parti libéral du Canada	Duncan	Kirsty		01-Sep-15	4:02:00
35029	Etobicoke North	Etobicoke-Nord	New Democratic Party	Nouveau Parti démocratique	Hassan	Faisal		20-Aug-15	1:07:00
35029	Etobicoke North	Etobicoke-Nord	No Affiliation	Aucune appartenance	Szebik	George		26-Aug-15	2:50:00
35030	Flamborough--Glanbrook	Flamborough--Glanbrook	New Democratic Party	Nouveau Parti démocratique	DiLivio	Mike		28-Aug-15	2:50:00
35030	Flamborough--Glanbrook	Flamborough--Glanbrook	Liberal Party of Canada	Parti libéral du Canada	Stebbing	Jennifer		14-Sep-15	11:00:00
35030	Flamborough--Glanbrook	Flamborough--Glanbrook	Conservative Party of Canada	Parti conservateur du Canada	Sweet	David		17-Aug-15	10:10:00
35030	Flamborough--Glanbrook	Flamborough--Glanbrook	Green Party of Canada	Le Parti Vert du Canada	Urquhart	David Allan		08-Sep-15	4:20:00
35031	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Libertarian Party of Canada	Parti Libertarien du Canada	Brisson	Jean-Serge		28-Sep-15	12:15:00
35031	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Liberal Party of Canada	Parti libéral du Canada	Drouin	Francis		02-Sep-15	2:55:00
35031	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	New Democratic Party	Nouveau Parti démocratique	Laurin	Normand		25-Aug-15	4:56:00
35031	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Conservative Party of Canada	Parti conservateur du Canada	Lemieux	Pierre		14-Aug-15	1:45:00
35031	Glengarry--Prescott--Russell	Glengarry--Prescott--Russell	Green Party of Canada	Le Parti Vert du Canada	Malouin-Diraddo	Genevieve		19-Sep-15	2:45:00
35032	Guelph	Guelph	Communist Party of Canada	Parti communiste du Canada	Dineen	Tristan		26-Aug-15	2:30:00
35032	Guelph	Guelph	Libertarian Party of Canada	Parti Libertarien du Canada	Fekri	Alexander		23-Sep-15	9:30:00
35032	Guelph	Guelph	Marijuana Party	Parti Marijuana	Klevering	Kornelis		20-Sep-15	12:00:00
35032	Guelph	Guelph	Conservative Party of Canada	Parti conservateur du Canada	Kovach	Gloria		19-Aug-15	1:00:00
35032	Guelph	Guelph	Liberal Party of Canada	Parti libéral du Canada	Longfield	Lloyd		19-Aug-15	1:00:00
35032	Guelph	Guelph	Green Party of Canada	Le Parti Vert du Canada	Miller	Gord		18-Aug-15	6:00:00
35032	Guelph	Guelph	New Democratic Party	Nouveau Parti démocratique	Seagram	Andrew		21-Aug-15	4:54:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	Independent	Indépendant	Bory	Leslie		17-Aug-15	3:01:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Bylsma	Dave		01-Sep-15	2:41:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	Green Party of Canada	Le Parti Vert du Canada	Ettinger	Wayne		14-Aug-15	2:28:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	Conservative Party of Canada	Parti conservateur du Canada	Finley	Diane		17-Aug-15	1:26:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	New Democratic Party	Nouveau Parti démocratique	Harris	John		17-Aug-15	4:18:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	Liberal Party of Canada	Parti libéral du Canada	Mouland	Joan		08-Sep-15	3:15:00
35033	Haldimand--Norfolk	Haldimand--Norfolk	Independent	Indépendant	Wakeford	Dustin		26-Aug-15	9:45:00
